DATE,PRODUCTS_NAME,CATEGORIES_NAME,FAMILIES_NAME,HOUR,DAYOFWEEK,NB_PRODUCTS,NB_CATEGORIES,NB_FAMILIES,910f14c0-a097-11e7-a71a-59d0cc270698,beaaf430-a097-11e7-a71a-59d0cc270698,ca268f40-a097-11e7-a71a-59d0cc270698,d3b46410-a097-11e7-a71a-59d0cc270698,db823960-a097-11e7-a71a-59d0cc270698,e74b7f40-a097-11e7-a71a-59d0cc270698,f45ad9b0-a097-11e7-a71a-59d0cc270698,05ed4b40-a098-11e7-a71a-59d0cc270698,121022d0-a098-11e7-a71a-59d0cc270698,2c6b9290-a098-11e7-a71a-59d0cc270698,32b40060-a098-11e7-a71a-59d0cc270698,37e64340-a098-11e7-a71a-59d0cc270698
Saturday 28/10/2017 18:26:44,Saucisses|Bacon|Lard,Charcuterie|Charcuterie|Charcuterie,Viandes|Viandes|Viandes,18,6,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0
Friday 27/10/2017 15:19:52,Bananes|Courgette|Carottes|Champignons|Reblochon|Jambon|Eau|Bières|Sirop de menthe|Jus de pomme|Jus d'orange|Gâteaux|Brioche|Tisane|Miel|Sucre en morceaux,Fruits|Légumes|Légumes|Légumes|Fromages|Charcuterie|Eau|Bières et vins|Jus de fruits et sodas|Jus de fruits et sodas|Jus de fruits et sodas|Gâteaux|Viennoiseries|Petit déjeuner|Petit déjeuner|Pâtisserie,Fruits et légumes|Fruits et légumes|Fruits et légumes|Fruits et légumes|Produits laitiers|Viandes|Boissons|Boissons|Boissons|Boissons|Boissons|Épicerie sucrée|Épicerie sucrée|Épicerie sucrée|Épicerie sucrée|Épicerie sucrée,15,5,16,11,5,1,1,0,4,0,0,0,0,5,0,5,0
Wednesday 25/10/2017 18:18:18,Pomme,Fruits,Fruits et légumes,18,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Tuesday 24/10/2017 23:52:47,Lard,Charcuterie,Viandes,23,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Tuesday 24/10/2017 11:58:48,Saucisses,Charcuterie,Viandes,11,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Sunday 22/10/2017 10:15:43,Comté|Parmesan|Lard|Saucisses|Escalope viennoise,Fromages|Fromages|Charcuterie|Charcuterie|Traiteur,Produits laitiers|Produits laitiers|Viandes|Viandes|Épicerie salée,10,0,5,3,3,2,2,0,0,0,1,0,0,0,0,0,0
Saturday 21/10/2017 11:08:50,Pain|Bananes|Courgette|Cannelle|Quinoa|Yaourts|Bières|Jus de pomme|Gâteaux|Céréales|Lentilles|Papier aluminium|Boîte de mouchoirs,Pains|Fruits|Légumes|Épices|Pates et riz|Crèmerie|Bières et vins|Jus de fruits et sodas|Gâteaux|Petit déjeuner|Conserves salées|Cuisine|Soin du corps,Épicerie salée|Fruits et légumes|Fruits et légumes|Épicerie salée|Épicerie salée|Produits laitiers|Boissons|Boissons|Épicerie sucrée|Épicerie sucrée|Épicerie salée|Quincaillerie|Hygiène et beauté,11,6,13,13,7,0,1,0,2,0,4,0,1,2,0,2,1
Tuesday 17/10/2017 18:08:32,Steak haché|Fromage râpé|Lait|Fromage de chèvre|Yaourts nature|Pizza|Beurre|Gâteaux|Coton (vrac)|Galettes de blé noir|Jambon|Sauce fajitas|Galettes fajitas|Tomates cerise|Salade|Bananes|Haricots rouges|Jus de pomme|Jus d'orange|Bières|Eau,Boucherie|Fromages|Laitages et oeufs|Fromages|Crèmerie|Traiteur|Crèmerie|Gâteaux|Soin du corps|Traiteur|Charcuterie|Assaisonnements et condiments|Produits du monde|Fruits|Légumes|Fruits|Conserves salées|Jus de fruits et sodas|Jus de fruits et sodas|Bières et vins|Eau,Viandes|Produits laitiers|Produits laitiers|Produits laitiers|Produits laitiers|Épicerie salée|Produits laitiers|Épicerie sucrée|Hygiène et beauté|Épicerie salée|Viandes|Épicerie salée|Épicerie salée|Fruits et légumes|Fruits et légumes|Fruits et légumes|Épicerie salée|Boissons|Boissons|Boissons|Boissons,18,2,21,16,7,2,5,0,3,0,5,0,1,4,0,1,0
Friday 13/10/2017 17:22:38,Steak haché|Boeuf|Saucisses|Lard|Thym,Boucherie|Boucherie|Charcuterie|Charcuterie|Herbes aromatiques,Viandes|Viandes|Viandes|Viandes|Fruits et légumes,17,5,5,3,2,4,0,0,1,0,0,0,0,0,0,0,0
Friday 13/10/2017 16:06:04,Dentifrice|Dentifrice pour enfant|Yaourts|Bananes|Oignon|Oeufs|Beurre|Crème fraîche|Bouillon de volailles|Papier toilette|Lessive en poudre|Sopalin|Éponge (grattoir) vaiselle|Gâteaux|Brioche|Jus de pomme|Jus d'orange|Eau|Huile d'olive,Soin du corps|Soin du corps|Crèmerie|Fruits|Bulbes|Laitages et oeufs|Crèmerie|Crèmerie|Assaisonnements et condiments|Soin du corps|Lavage|Accessoires d'entretien|Cuisine|Gâteaux|Viennoiseries|Jus de fruits et sodas|Jus de fruits et sodas|Eau|Assaisonnements et condiments,Hygiène et beauté|Hygiène et beauté|Produits laitiers|Fruits et légumes|Fruits et légumes|Produits laitiers|Produits laitiers|Produits laitiers|Épicerie salée|Hygiène et beauté|Produits d'entretien|Produits d'entretien|Quincaillerie|Épicerie sucrée|Épicerie sucrée|Boissons|Boissons|Boissons|Épicerie salée,16,5,19,13,8,0,4,0,2,2,2,0,3,3,0,2,1
Tuesday 10/10/2017 13:00:01,Piles|Papier sulfurisé|Jus de fruits|Gâteaux|Café|Saucisses|Yaourts nature|Riz,Consommables|Cuisine|Jus de fruits et sodas|Gâteaux|Petit déjeuner|Charcuterie|Crèmerie|Pates et riz,Quincaillerie|Quincaillerie|Boissons|Épicerie sucrée|Épicerie sucrée|Viandes|Produits laitiers|Épicerie salée,13,2,8,8,6,1,1,0,0,0,1,0,0,1,0,2,2
Tuesday 03/10/2017 18:05:52,Pain|Pain de mie|Lait|Fromage râpé|Oeufs|Brosse à dents|Yaourts|Gnocchi|Crème fraîche|Farine|Café|Poivre|Gros sel|Thon en conserve|Ail|Concentré de tomates|Bières|Jus de pomme|Eau,Pains|Pains|Laitages et oeufs|Fromages|Laitages et oeufs|Soin du corps|Crèmerie|Traiteur|Crèmerie|Pâtisserie|Petit déjeuner|Assaisonnements et condiments|Assaisonnements et condiments|Conserves salées|Bulbes|Conserves salées|Bières et vins|Jus de fruits et sodas|Eau,Épicerie salée|Épicerie salée|Produits laitiers|Produits laitiers|Produits laitiers|Hygiène et beauté|Produits laitiers|Épicerie salée|Produits laitiers|Épicerie sucrée|Épicerie sucrée|Épicerie salée|Épicerie salée|Épicerie salée|Fruits et légumes|Épicerie salée|Boissons|Boissons|Boissons,18,2,19,14,6,0,5,0,1,0,7,0,1,3,0,2,0
Saturday 30/09/2017 10:43:38,Pomme|Raisin|Bananes|Epinards,Fruits|Fruits|Fruits|Légumes,Fruits et légumes|Fruits et légumes|Fruits et légumes|Fruits et légumes,10,6,4,2,1,0,0,0,4,0,0,0,0,0,0,0,0
Saturday 30/09/2017 10:02:42,Bonbons|Artichaut|Beurre|Fromage bleu|Jus de fruits,Confiserie|Légumes|Crèmerie|Fromages|Jus de fruits et sodas,Épicerie sucrée|Fruits et légumes|Produits laitiers|Produits laitiers|Boissons,10,6,5,5,4,0,2,0,1,0,0,0,0,1,0,1,0
Friday 29/09/2017 16:49:32,Croissants|Citron|Bananes|Tomates cerise|Brocoli|Saumon fumé|Pain|Pâte brisée|Oeufs|Beurre|Jus de pomme|Bières|Cacahuètes|Sardine à l'huile|Bonbons|Gâteaux|Brioche|Chips,Viennoiseries|Fruits|Fruits|Fruits|Légumes|Produits préparés de la mer|Pains|Pains|Laitages et oeufs|Crèmerie|Jus de fruits et sodas|Bières et vins|Fruits secs|Conserves salées|Confiserie|Gâteaux|Viennoiseries|Apéritif,Épicerie sucrée|Fruits et légumes|Fruits et légumes|Fruits et légumes|Fruits et légumes|Produits de la mer|Épicerie salée|Épicerie salée|Produits laitiers|Produits laitiers|Boissons|Boissons|Fruits et légumes|Épicerie salée|Épicerie sucrée|Épicerie sucrée|Épicerie sucrée|Épicerie salée,16,5,18,14,6,0,2,1,5,0,4,0,0,2,0,4,0
Monday 25/09/2017 18:10:53,Papier toilette|Brioche|Pain de mie|Steak haché|Escalope de dinde|Fromage râpé|Fromage de chèvre|Yaourts|Beurre|Crème fraîche|Galettes de blé noir|Jambon|Tablette de chocolat au lait|Infusion|Sauce tomate|Semoule|Vinaigrette|Concentré de tomates|Petits pois - carottes|Champignons|Carottes|Chips|Bières|Jus de pomme|Jus de fruits|Eau|Chewing gum,Soin du corps|Viennoiseries|Pains|Boucherie|Boucherie|Fromages|Fromages|Crèmerie|Crèmerie|Crèmerie|Traiteur|Charcuterie|Petit déjeuner|Petit déjeuner|Assaisonnements et condiments|Pates et riz|Assaisonnements et condiments|Conserves salées|Conserves salées|Légumes|Légumes|Apéritif|Bières et vins|Jus de fruits et sodas|Jus de fruits et sodas|Eau|Confiserie,Hygiène et beauté|Épicerie sucrée|Épicerie salée|Viandes|Viandes|Produits laitiers|Produits laitiers|Produits laitiers|Produits laitiers|Produits laitiers|Épicerie salée|Viandes|Épicerie sucrée|Épicerie sucrée|Épicerie salée|Épicerie salée|Épicerie salée|Épicerie salée|Épicerie salée|Fruits et légumes|Fruits et légumes|Épicerie salée|Boissons|Boissons|Boissons|Boissons|Épicerie sucrée,18,1,27,18,7,3,5,0,2,0,8,0,1,4,0,4,0
Saturday 23/09/2017 10:51:41,Escalope de dinde|Saucisses|Lard|Jambon cru|Poisson|Raisin|Bananes|Tomates cerise|Persil|Petits pois,Boucherie|Charcuterie|Charcuterie|Charcuterie|Poissons|Fruits|Fruits|Fruits|Herbes aromatiques|Légumes,Viandes|Viandes|Viandes|Viandes|Produits de la mer|Fruits et légumes|Fruits et légumes|Fruits et légumes|Fruits et légumes|Fruits et légumes,10,6,10,6,3,4,0,1,5,0,0,0,0,0,0,0,0
Tuesday 19/09/2017 18:13:48,Produit vaisselle|Produit lave-vaisselle|Papier toilette|Brioche|Pain de mie|Fromage râpé|Fromage de chèvre|Oeufs|Yaourts|Démaquillant|Galettes de blé noir|Jambon|Céréales|Fenouil|Pâtes alimentaires|Champignons|Pommes de terre|Brocoli|Jus d'orange|Jus de fruits|Jus de pomme|Bières|Eau,Lavage|Lavage|Soin du corps|Viennoiseries|Pains|Fromages|Fromages|Laitages et oeufs|Crèmerie|Soin du corps|Traiteur|Charcuterie|Petit déjeuner|Légumes|Pates et riz|Légumes|Légumes|Légumes|Jus de fruits et sodas|Jus de fruits et sodas|Jus de fruits et sodas|Bières et vins|Eau,Produits d'entretien|Produits d'entretien|Hygiène et beauté|Épicerie sucrée|Épicerie salée|Produits laitiers|Produits laitiers|Produits laitiers|Produits laitiers|Hygiène et beauté|Épicerie salée|Viandes|Épicerie sucrée|Fruits et légumes|Épicerie salée|Fruits et légumes|Fruits et légumes|Fruits et légumes|Boissons|Boissons|Boissons|Boissons|Boissons,18,2,23,15,8,1,4,0,4,2,3,0,2,5,0,2,0
Friday 15/09/2017 17:07:43,Avocat|Raisin|Bananes,Légumes|Fruits|Fruits,Fruits et légumes|Fruits et légumes|Fruits et légumes,17,5,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0
Wednesday 13/09/2017 17:07:11,Cordon bleu|Jus de pomme|Brioche|Beurre,Traiteur|Jus de fruits et sodas|Viennoiseries|Crèmerie,Épicerie salée|Boissons|Épicerie sucrée|Produits laitiers,17,3,4,4,4,0,1,0,0,0,1,0,0,1,0,1,0
Saturday 09/09/2017 18:19:36,Bananes|Avocat|Oignon|Champignons|Epinards|Gnocchi|Jambon|Lardons fumés|Fromage bleu|Oeufs|Gâteaux|Thon en conserve|Eau|Bières|Fromage râpé|Jus de pomme|Jus d'orange|Maïs|Sauce tomate|Produit lave-vaisselle,Fruits|Légumes|Bulbes|Légumes|Légumes|Traiteur|Charcuterie|Charcuterie|Fromages|Laitages et oeufs|Gâteaux|Conserves salées|Eau|Bières et vins|Fromages|Jus de fruits et sodas|Jus de fruits et sodas|Légumes|Assaisonnements et condiments|Lavage,Fruits et légumes|Fruits et légumes|Fruits et légumes|Fruits et légumes|Fruits et légumes|Épicerie salée|Viandes|Viandes|Produits laitiers|Produits laitiers|Épicerie sucrée|Épicerie salée|Boissons|Boissons|Produits laitiers|Boissons|Boissons|Fruits et légumes|Épicerie salée|Produits d'entretien,18,6,20,14,7,2,3,0,6,1,3,0,0,4,0,1,0‹
